"David Taylor","David Taylor","David Taylor","Portland Candlesticks","46.8.300.360","Concrete & silver or copper","","7H to 12H x 4.25Dia","None","Concrete & silver","$395","$885 silver",".5536723163841808","Concrete & copper","Pricing by request only.","","?","please inquire for additional options & sizes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6 weeks","","The concrete candlestick “Portland” is symptomatic of Taylor's approach, where visual impression, use of material and quality in execution are the most important ingredients of the making. Concrete has a brutal architectural aspect that is perfect for use in an object with such obvious liturgical reference. As a material it has an inherent beauty, shades of gray, to be layered and contrasted against silver.","5 in stock, $600 retail for copper90 day deferment per DT","consigned","Catalog","Tabletop","","","","",""
"Gary Hutton","Gary Hutton","Gary Hutton","(re)mix Brush","","Acrylic & lucite","","19D x 19W x 20H","Light","","","Please inquire for price","?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/a","","","","","Catalog","Tables","","","","",""
"Gary Hutton","Gary Hutton","","(re)mix Felt","","Wool felt & brass","","16D x 16W x 16.5H","Light","","","Please inquire for price","?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","","","","Catalog","Tables","","","","",""
"Gary Hutton","Gary Hutton","","(re)mix Bundle","","Glass & corrugated cardboard","","18D x 18W x 17.5H","Light","","","Please inquire for price","?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","","","","Catalog","Tables","","","","",""
"Joe Doucet","Joe Doucet","Joe Doucet","Screwtop Table","917.671.7926","Brass & wood","","48W x 72L x 29.5H","Light","","","Please inquire for price","?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8-12 Weeks","","The most refined tables in the world have traditionally hidden the hardware in favor of decorative elements. The Screwtop Table subverts convention, elevating the common screw to the role of design element. The diminutive and feminine tapering legs give the table an austere aesthetic. ","Proto to production based on DE made original","","Catalog","Tables","","","","",""
"Lauren Geremia","Lauren Geremia","Joseph Ferriso","Jess Lamp","917.774.4563","Glass & finished wood","","32L x 32W x 69.5H","None","","","$3000","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","A contrasting frame with drop down blown milk glass shade dropped from contrasting black, natural wood suspension frame. A design collaboration between Lauren Geremia and Anzfer Farms.","","","Catalog","Lighting","","","","",""
"Mike & Maaike","Mike & Maaike","Mike","Veer","info@mikeandmaaike.com","variable composite w/ wood veneer","","60Dia x 10.75H w/adjustable mounting height","","Black","$1000","$2000",".5","please inquire for additional options & sizes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6-8wks","","Two objects cantilever impossibly in space, rotating with the slightest air movements and causing many to scratch their heads.A perplexing and engaging balancing act moves beautifully with the slightest air movement and complimenting open architecture.","(3) Available for display only. Any sales based on display would require new production.","","Catalog","Miscellaneous","","","","",""
"N.I.C.E. Collective","N.I.C.E. Collective","Ian Hannula","MILITIABoots","","Leather","","","None","Black (size 9-12)","$450","$900",".5","Olive (size 9-12)","$900","$450",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","","","","Catalog","Clothing","","","","",""
"N.I.C.E. Collective","N.I.C.E. Collective","Ian Hannula","System Leather JACKET","","Leather","","","None","Size small-xxl","$462","$925",".5005405405405405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","","","","Catalog","Clothing","","","","",""
"N.I.C.E. Collective","N.I.C.E. Collective","Ian Hannula","Dune Hoodie","","","","","None","Size small-xxl","$82.5","$165",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","","","","Catalog","Clothing","","","","",""
"N.I.C.E. Collective","N.I.C.E. Collective","Ian Hannula","Standard Issue Trousers","","Cotton","","","None","Size small-xxl","$92.5","$185",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","","","","Catalog","Clothing","","","","",""
"N.I.C.E. Collective","N.I.C.E. Collective","Ian Hannula","Flag Scarf","","","","","","","$22.5","$45",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","","","","Catalog","Accessories","","","","",""
"N.I.C.E. Collective","N.I.C.E. Collective","Ian Hannula","Space reversible tote","","","","","","","$92","$184",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","","","","Catalog","Accessories","","","","",""
"N.I.C.E. Collective","N.I.C.E. Collective","Ian Hannula","Dog TagUSB drive","","","","","","","$12.5","$25",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","","","","Catalog","Miscellaneous","","","","",""
"AM and Neal Feay","Neal Feay Studio","Alex Rasmussen","Turntable","","Aluminum","","Full series shown:15.75L x 15.75W x 14.5H","None","Mono tone","","$1800","1","Duo tone","$2400","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","A whimsical use of technology creating the illusion of a growing sphere in the table top. As one walks around the circle at the surface of the table  contracts and expands. A collaboration between Brad Ascalon, Frederick McSwain and Alex Rasmussen of Neal Feay Company. The tables are milled from aluminum and are part of the ""Reinvention: Writing History in Aluminum,"" series.","","","Catalog","Tables","","","","",""
"AM and Neal Feay","Neal Feay Studio","Alex Rasmussen","Timber Table ","","Aluminum & wood","","Full series shown","None","Square - 13L x 13W x 18H","","$2400","1","Circle - 16Dia x 16H","$2100","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","Translating digital mapping into an aluminum surface. A collaboration between Brad Ascalon, Frederick McSwain and Alex Rasmussen of Neal Feay Company. The tables are milled from aluminum and are part of the ""Reinvention: Writing History in Aluminum,"" series.","","","Catalog","Tables","","","","",""
"AM and Neal Feay","Neal Feay Studio","Alex Rasmussen","Bonnie Bracelets","","Aluminum","","Various sizes","None","","","Pricing by request only.","?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","A collaboration between Brad Ascalon, Frederick McSwain and Alex Rasmussen of Neal Feay Company. The tables are milled from aluminum and part of the ""Reinvention: Writing History in Aluminum.","","","Catalog","Accessories","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Bride's Veil Low Stool","323.654.0299","Steel & COM","","18H x 21D x 21.5W","None","Powder coat (flat or gloss, black or white)","$435","$870",".5","Polished chrome","$990","$495",".5","Smoked brass","$1040","$520",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The Bride's Veil Stool family’s unique language is meant as a graceful alternative to the archetypal bar stool. The strikingly elegant metal base is available in smoked brass, polished chrome, or powder coat, while the top is offered in COM upholstery. At every angle these stools offer a treat.Please account for additional cost for COL.","","","Catalog","Seating","1yd","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Bride's Veil Counter Stool","323.654.0299","Steel & COM","","25H x 20.5D x 21WShown w/ Low Stool & Barstool","","Powder coat (flat or gloss, black or white)","$505","$1010",".5","Chrome","$1200","$600",".5","Smoked brass","$1250","$625",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The Bride's Veil Stool family’s unique language is meant as a graceful alternative to the archetypal bar stool. The strikingly elegant metal base is available in smoked brass, polished chrome, or powder coat, while the top is offered in COM upholstery. At every angle these stools offer a visual treat.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Seating","1yd","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Bride's Veil  Double Counter Stool","323.654.0299","Steel & COM","","25H x 20.5D x 43W","","Powder coat (flat or gloss, black or white)","$825","$1650",".5","Chrome","$1950","$975",".5","Smoked brass","$2100","$1050",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The Bride's Veil Stool family’s unique language is meant as a graceful alternative to the archetypal bar stool. The strikingly elegant metal base is available in smoked brass, polished chrome, or powder coat, while the top is offered in COM upholstery. At every angle these stools offer a visual treat.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Seating","1.5yds","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Bride's Veil BarStool","323.654.0299","Steel & COM","","29H x 20.5D x 21WShown w/ Low Stool & Counter Stool","","Powder coat (flat or gloss, black or white)","$525","$1050",".5","Chrome","$1240","$620",".5","Smoked brass","$1300","$650",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The Bride's Veil Stool family’s unique language is meant as a graceful alternative to the archetypal bar stool. The strikingly elegant metal base is available in smoked brass, polished chrome, or powder coat, while the top is offered in COM upholstery. At every angle these stools offer a visual treat.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Seating","1yd","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Bride's Veil Double Barstool","323.654.0299","Steel & COM","","29H x 20.5D x 43W","","Powder coat (flat or gloss, black or white)","$860","$1720",".5","Chrome","$2060","$1030",".5","Smoked brass","$2200","$1100",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The Bride's Veil Stool family’s unique language is meant as a graceful alternative to the archetypal bar stool. The strikingly elegant metal base is available in smoked brass, polished chrome, or powder coat, while the top is offered in COM upholstery. At every angle these stools offer a visual treat.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Seating","1.5yds","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Bride's Veil Counter Stool with Back","323.654.0299","Steel & COM ","","33H x 20.5D x 21W","","Powder coat (flat or gloss, black or white","$580","$1160",".5","Chrome","$1340","$670",".5","Smoked brass","$1400","$700",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The Bride's Veil Stool family’s unique language is meant as a graceful alternative to the archetypal bar stool. The strikingly elegant metal base is available in smoked brass, polished chrome, or powder coat, while the top is offered in COM upholstery. At every angle these stools offer a visual treat.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Seating","1yd","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Bride's Veil BarStool with Back","323.654.0299","Steel & COM","","37H x 20.5D x 21W","","Powder coat (flat or gloss, black or white)","$600","$1200",".5","Chrome","$1390","$695",".5","Smoked brass","$1450","$725",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The Bride's Veil Stool family’s unique language is meant as a graceful alternative to the archetypal bar stool. The strikingly elegant metal base is available in smoked brass, polished chrome, or powder coat, while the top is offered in COM upholstery. At every angle these stools offer a visual treat.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Seating","1yd","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Bride's Veil Chair","323.654.0299","Steel & COM","","27H x 29.5D x 32.75W","","Powder coat (flat or gloss, black or white)","$1185","$2370",".5","Chrome","$2470","$1235",".5","Smoked brass","$2540","$1270",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The Bride's Veil Lounge Chair’s unique language is meant as a graceful alternative to the archetypal upholstered armchair. The strikingly elegant metal base encloses a fully upholstered seat and loose down back pillows for added comfort. At every angle, these chairs offer a visual treat.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Seating","3.5yds","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Bride's Veil Love Seat","323.654.0299","Steel & COM","","27H x 29.5D x 58.875W","","Powder coat (flat or gloss, black or white)","$1740","$3480",".5","Chrome","$3880","$1940",".5","Smoked brass","$3980","$1990",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The Bride's Veil Love Seat unique language is meant as a graceful alternative to the archetypal upholstered armchair. The strikingly elegant metal base encloses a fully upholstered seat and loose down back pillows for added comfort. At every angle, these chairs offer a visual treat.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Seating","7yds","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Half & Half Side Table","323.654.0299","Steel & glass","","16H x 16W x 16L","","Clear glass - powder coat (flat black or white)","$230","$460",".5","Smoked glass - powder coat (flat black or white)","$490","$245",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Precise bordering lines unify to create half & half side table. The table can be used individually, combined, or stacked to meet various usage needs. The airy four- post frame with glass top is punctuated by the bold steel plate which spans across half an opening, creating a strong visual symmetry from any angle. The table is constructed from solid square steel bar and finished in matte black or white powder-coating.","","","Catalog","Tables","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Half & Half Shelves","323.654.0299","Steel & glass","","16H x 16W x 38L","","Clear glass - powder coat (flat black or white)","$380","$760",".5","Smoked glass - powder coat (flat black or white)","$890","$445",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Precise bordering lines unify to create half & half shelving. The airy four-post frame with glass top and bottom is punctuated by the bold steel plate which spans across half an opening, creating a strong visual symmetry from any angle. Shelving can be used individually, combined, or stacked to meet various usage needs. Lower glass can be used for additional surface storage. The table is constructed from solid square steel bar and finished in matte black or matte white powder-coating.","Stackable","","Catalog","Casegoods","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Half & Half Coffee Table","323.654.0299","Steel & glass","10.5H x 38W x 56L","38w x 56l x 10.5h","","Clear glass - powder coat (flat black or white)","$630","$1260",".5","Smoked glass - powder coat (flat black or white)","$1520","$760",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Precise bordering lines unify to create half & half coffee table. The airy four post frame with glass top is punctuated by the bold steel plate which spans across half the bottom opening, creating a strong visual symmetry from any angle. Lower steel plate can be used as an additional surface to meet various storage needs. The table is constructed from solid square steel bar and finished in matte black or matte white powder-coating.","","","Catalog","Tables","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Life After Corkage Stool","323.654.0299","Recycled cork, mesh, & steel","","31H x 19W x 19D","","Powder coat base (flat or gloss, black or white) & mesh","$490","$980",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The life after corkage bar stool gives a second life to 1,200 wine and champagne corks which would otherwise be sitting in a landfill. Corks are enclosed in a breathable, durable mesh fabric, then elevated by a powder-coated steel tubing structure.","","","Catalog","Seating","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Life After Corkage Ottoman","323.654.0299","Recycled cork & mesh","","15H x 18W x 18D","","","$300","RETAIL PRICE: $600",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The life after corkage ottoman gives a second life to 2,500 wine and champagne corks which would otherwise be sitting in a landfill. Corks are enclosed in a breathable, durable mesh fabric, revealing the history of each cork inside. The ottoman can  be used as a stool or side table.","","","Catalog","Seating","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Heartbeat Mirror","323.654.0299","Smoked bronze mirror & steel","","Both sizes shown","","20 x 50 - Powder coat base (flat or gloss, black or white) ","$185","$370",".5","30 x 60 - Powder coat base (flat or gloss, black or white) ","$560","$280",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The heartbeat mirrors are a graphic alternative to the traditional wall mounted mirror. These pieces can be arranges in any composition to suit your own personal taste, especially when used in clusters.","","","Catalog","Accessories","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Primetime Chaise","323.654.0299","Walnut & COM","","Size shown: Standard w/ one-arm sofa","","Standard - 35W x 68D x 24H w/ 15SH","$1780","$3560",".5","Extra large","$3780","$1890",".5","daybed - 81W x 68D x 24H w/ 15sh","Please inquire for price","","?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Drawing inspiration from mid-century architecture yet remaining refreshingly modern, the lines are punctuated by the intersecting solid wood beams. The generous proportions of the primetime’s seamless cushioning will encourage anyone to settle in for the evening. Each piece is complimented by down/poly blend pillows. The primetime line includes a chair, chaise, loveseat, sectional, and day bed.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Seating","10yds","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Primetime Sofa","323.654.0299","Walnut & COM","","Size shown: One arm w/ chaise","","Standard- 24H x 97W x 40D w/ 15SH","$2320","$4640",".5","One arm - 24H x 89W x 40D w/ 15SH","$4310","$2155",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Drawing inspiration from mid-century architecture yet remaining refreshingly modern, the lines are punctuated by the intersecting solid wood beams. The generous proportions of the primetime’s seamless cushioning will encourage anyone to settle in for the evening. Each piece is complimented by down/poly blend pillows. The primetime line includes a chair, chaise, loveseat, sectional, and day bed.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Seating","14yds","13","","",""
"Reza Feiz","Phase Design","Reza Feiz","Primi Low Stool - Ash","323.654.0299","Ash & steel","","19L x 19W x 17.375H","","Powder coat base (flat or gloss, black or white)","$250","$500",".5","Chrome","$580"," $290",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Primi low stools are a simple yet purposeful seating solution offering a wide variety of tops, including CNC carved walnut or white ash, or fully upholstered tops for greater comfort.","","","Catalog","Seating","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Primi Low Stool - Walnut","323.654.0299","Walnut & steel","","19L x 19W x 17.375H","","Powder coat base (flat or gloss, black or white)","$270","$540",".5","Chrome","$620","$310",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Primi low stools are a simple yet purposeful seating solution offering a wide variety of tops, including CNC carved walnut or white ash, or fully upholstered tops for greater comfort.","","","Catalog","Seating","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Primi Low Stool - Upholstered","323.654.0299","Steel & COM","","19L x 19W x 18H","","Powder coat base (flat or gloss, black or white)","$300","$600",".5","Chrome","$680","$340",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Primi low stools are a simple yet purposeful seating solution offering a wide variety of tops, including CNC carved walnut or white ash, or fully upholstered tops for greater comfort.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Seating","1yd","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Primi Personal Chair","323.654.0299","Steel & COM","","23.75L x 24.5W x 30H","","Powder coat base (flat or gloss, black or white)","$525","$1050",".5","Chrome","$1120","$560",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The comfortable proportions and soft nestle of the Primi Personal Chair invite long conversations around the dinner table. The crossed base creates a harmony with the rest of the Primi family.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Seating","3yds","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Primi Tray Table","323.654.0299","Steel & glass","","20L x 20W x 16H","","Mirror top - powder coat base (flat or gloss, black or white)","$375","$750",".5","Color plate top - powder coat base (flat or gloss, black or white)","$680","$340",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The Primi Tray Table is a simple and purposeful side table with a removable tray top. Serving your favorite hors d'oeuvres is a cinch with deliberate handles that facilitate separating the top from the base.","","","Catalog","Tables","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Primi Coffee Table","323.654.0299","Steel & glass","","38L x 38W x 11.875H","","Starphire glass - powder coat base (flat or gloss, black or white)","$585","$1170",".5","Smoked glass - powder coat base (flat or gloss, black or white)","$1220","$610",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The classic crossed base is revealed through the glass top, tying together most environments with the simplest of gestures. Additionally, the iconic X and O forms add a level of graphic intrigue to this piece.","Add $110 to retail for outdoor table","","Catalog","Tables","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Primi Dining Table","323.654.0299","Walnut, white oak, or ebonized oak, & steel ","","46L x 80W x 29.75H","","Powder coat base (flat or gloss, black or white)","$2675","$5350",".5","Available with either glass or wood top","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The base of the Primi Dining Table offers a simple yet specific gesture that supports a rounded rectangular top, which facilitates multiple seating options. Additionally, the openness of the base allows for maximum leg room.","Starphire glass or Wood top (Walnut, natural oak, or ebonized oak)","","Catalog","Tables","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Ally Side Table","323.654.0299","Walnut & steel","","18W x 18D x 14H","","Powder coat base (flat or gloss, black or white)","$375","$750",".5","Mirror stainless","$1930","$965",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The ally is a handy side table that can also serve as a stackable shelving unit. The airy frame is grounded with a warm solid walnut base. The walnut shelf can be attached either on the top of the frame to create a table surface, or inserted into the base as a shelf landing. The ally is available with a powder-coated aluminum frame or double-sided mirror polished stainless steel frame. Walnut can be located on either the top or the bottom.","Walnut can either be on top, or bottom","","Catalog","Tables","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Ballot Box","323.654.0299","Walnut, white oak, or ebonized oak & steel","","30W x 30L x 10H","","Powder coat base (flat or gloss, black or white)","$825","$1650",".5","Chrome"," $1860","$930",".5","Smoked brass","$1980","$990",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The ballot box invokes the spirit of minimalist artist Donald Judd. Crisp lines unify to create a subtle yet sophisticated statement. The table is constructed out of aluminum and is offered with a durable indoor/outdoor powder-coat finish. Sunken top is constructed of solid lumber made from walnut, white oak, or ebonized oak.","Walnut, white oak, and ebonized oak","","Catalog","Tables","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Ballot Box XL","323.654.0299","Walnut, white oak, or ebonized oak & aluminum","","42W x 42L x 9H","","Powder coat base (flat or gloss, black or white)","$1470","$2940",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The ballot box XL invokes the spirit of minimalist artist Donald Judd. Crisp lines unify to create a subtle yet sophisticated statement. The table is constructed out of aluminum and is offered with a durable indoor/outdoor powder-coat finish. Sunken top is constructed of solid lumber made from walnut, white oak, or ebonized oak.","Walnut, white oak, and ebonized oak","","Catalog","Tables","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Black Ice Ballot Box","323.654.0299","Steel & marble or glass","","30W x 30L x 10H","","Powder coat base (flat or gloss, black or white)","$620","$1240",".5","Chrome","$1450","$725",".5","Smoked brass","$1570","$785",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The black ice ballot box invokes the spirit of minimalist artist Donald Judd. Crisp lines unify to create a steel box with a sleek sunken spandrel glass top or white carrera marble top. The table is constructed out of steel and finished with chrome-plating or powder-coating.","","","Catalog","Tables","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Cyrus Coffee Table","323.654.0299","Lacquered wood & glass","","56W x 32L x 12H","","Starphire/ smoked gray","$1520","$3040",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Edgy and modern, this table makes balance it’s priority. The table is a freestanding optical illusion; its clean lines lend a dynamic feel to any setting. Despite this illusion of floating, the glass top is sturdy and the flat bases are a perfect repose for books and decorative objects. The table is constructed out of wood and is available in a number of finishes.","","","Catalog","Tables","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Wired Floor Light - 54","323.654.0299","Steel & light w/ optional shade","","15Dia x 54H","","Powder coat base (flat or gloss, black or white)","$515","$1030",".5","Chrome","$1270","$635",".5","Smoked brass","$1480","$740",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","The wired floor lights add drama and intrigue to any environment. The shell of the two wired side tables function as the housing for the lighting element and stretch from there to the floor, creating a commanding presence. The lights are available in two lengths; 54” and 60” towers. By experimenting with different bulbs, dramatic shadow effects can be created. Indoor use only.","","","Catalog","Lighting","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Narcissist Coffee Table - 30","323.654.0299","Black glass with walnut, white ash, white oak, or ebonized oak","","","","50W x 30L x 8H","$1280","$2560",".5","50W x 30L x 12H","$2890","$1445",".5","30W x 30L x 10H","$2130","$1065",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Constructed out of a solid wood shell with a sunken black spandrel glass top, the Narcissist table exemplifies simplified sophistication. The black spandrel glass creates a highly reflective surface that adds intrigue to any environment. A hidden wood cross member floats the table off of the ground alluring attention from all angles.","","","Catalog","Tables","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Narcissist Coffee Table - 42","323.654.0299","Black glass with walnut, white ash, white oak, or ebonized oak","","","","42W x 42L x 8H","$1735","$3470",".5","42W x 42L x 12H","$3710","$1885",".4919137466307278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Constructed out of a solid wood shell with a sunken black spandrel glass top, the Narcissist table exemplifies simplified sophistication. The black spandrel glass creates a highly reflective surface that adds intrigue to any environment. A hidden wood cross member floats the table off of the ground alluring attention from all angles.","","","Catalog","Tables","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Narcissist Coffee Table - 48","323.654.0299","Black glass with walnut, white ash, white oak, or ebonized oak","","","","48W x 48L x 8H","$1935","$3870",".5","48W x 48L x 12H","$4110","$2055",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Constructed out of a solid wood shell with a sunken black spandrel glass top, the Narcissist table exemplifies simplified sophistication. The black spandrel glass creates a highly reflective surface that adds intrigue to any environment. A hidden wood cross member floats the table off of the ground alluring attention from all angles.","","","Catalog","Tables","","","","",""
"Reza Feiz","Phase Design","Reza Feiz","Nomad table& bench","323.654.0299","Walnut, white ash, white oak, or ebonized oak & COM","","70W x 25D x 12H w/ 25W x 17D x 12H insert","","","$1795","$3590",".5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Like its name, the nomad is a multi-purpose table that can settle anywhere. Crafted in solid lumber, this versatile piece can serve as anything while still keeping its identity as a conversation starter. The inset cushion functions as the seat and can be sourced in COM fabrics. The base of the nomad is a wooden shelf that can easily be used for storage or display.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Tables","2yds","","","",""
"Reza Feiz","Phase Design","Reza Feiz","BBC Chair","323.654.0299","Walnut, white ash, white oak, or ebonized oak & COM","","Swivel shown:26W x 26D x 28H w/ 16SH","Light","Solid","$1050","$2100",".5","Swivel","$2150","$1100",".4883720930232558","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Stunning and sexy, this chair adds intrigue to any space it settles in. The articulate silhouette reflects Reza’s design language of clarity and strength. The bbc chair offers a seductive yet deceptively comfortable seat where you can nestle in its intimate proportions. The upholstered body is mounted on a solid lumber base that can be ordered as stationary or swiveling.Please account for additional cost for COL.","Add $50 for COL","","Catalog","Seating","5yds","","","",""
